delhi,35.86,2025-04-01 14:52:56
delhi,34.16,2025-03-31 14:52:56
delhi,31.90,2025-03-30 14:52:56
delhi,30.77,2025-03-29 14:52:56
delhi,37.36,2025-03-28 14:52:56
delhi,32.47,2025-03-27 14:52:56
delhi,34.38,2025-04-02 19:04:14
delhi,41.18,2025-04-09 14:18:54
delhi,41.03,2025-04-09 16:41:27
